id,clave,variante,descripcion,informacion,disponible,marca,categoria,existencias,precioant,precio,destacado,orden_prod,orden_cat,createdat
1453,PGLL122244,R8R,Panel GlasLiner Liso |Liso 1.22 x 2.44 Mts 2.3 mm,"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Liso
Espesor:2.3 mm 
Medida: 1.22 x 2.44 Mts 
Color: Blanco ",1 a 2 dias habiles,Glasliner,Glasliner,0,,"$1,193.22",FALSE,16,5,2026-06-01 17:24:31.207427
1454,RGE25,7OX,Rollo GlasLiner Embozado |  Embozado  1.22 x 25 Mts 1.5 mm,"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Embozado
Espesor:1.5 mm 
Medida: 1.22 x 25 Mts 
Color: Blanco ",1 a 2 días hábiles,Glasliner,Glasliner,0,,"$8,055.68",TRUE,1,3,2026-06-01 17:24:31.207427
1455,RGLE2.3,7OX,Rollo GlasLiner Embozado |Embozado. 1.22 x 25 Mts 2.3 mm,"Glasliner® es un laminado plástico elaborado con resina de poliéster y reforzado con fibra de
vidrio. Glasliner® ha sido diseñado especialmente para ofrecer protección y estética en áreas
que requieren máxima resistencia, higiene y facilidad de limpieza. 

Tipo: Embozado
Espesor:2.3 mm 
Medida: 1.22 x 25 Mts 
Color: Blanco ",1 a 2 días hábiles,Glasliner,Glasliner,0,,"$11,292.59",FALSE,2,2,2026-06-01 17:24:31.207427
1458,50261,801,Varilla roscada de anclaje RGM Fischer |RGM 24 x 300 mm,"La varilla roscada RG M de fischer es un componente de sistema para el empleo con las cápsulas RSB y RM II de fischer, así como con los morteros de inyección FIS PM, FIS SB, FIS EM, FIS EB, FIS V, FIS VL, FIS P Plus, FIS P y FIS Green de fischer. Debido a la inclinación del techo, es especialmente ideal para el empleo con las cápsulas RSB y RM II.

Tipo:RGM
Medida: 24 x 300 mm",1 A 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$343.60,FALSE,3,3,2026-06-01 17:24:31.207427
1460,50259,801,Varilla roscada de anclaje RGM Fischer |RGM 16 x 190 mm,"La varilla roscada RG M de fischer es un componente de sistema para el empleo con las cápsulas RSB y RM II de fischer, así como con los morteros de inyección FIS PM, FIS SB, FIS EM, FIS EB, FIS V, FIS VL, FIS P Plus, FIS P y FIS Green de fischer. Debido a la inclinación del techo, es especialmente ideal para el empleo con las cápsulas RSB y RM II.

Tipo:RGM
Medida: 16 x 190 mm",1 A 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$88.30,FALSE,0,0,2026-06-01 17:24:31.207427
1461,50167,448,Varilla roscada de anclaje FTR Fischer |FTR 3/8” x 5-1/8”,"La varilla roscada FTR de fischer es un componente económico del sistema sin homologación para las cápsulas de resina de fischer RSB y RM II y para los morteros de inyección de fischer

Tipo:FTR
Medida: 3/8” x 5-1/8”",1 a 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$49.37,FALSE,13,11,2026-06-01 17:24:31.207427
1462,50182,448,Varilla roscada de anclaje FTR Fischer |FTR 5/8” x 7-5/8”,"La varilla roscada FTR de fischer es un componente económico del sistema sin homologación para las cápsulas de resina de fischer RSB y RM II y para los morteros de inyección de fischer

Tipo:FTR
Medida: 5/8"" X 7-5/8""",1 a 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$120.67,FALSE,13,13,2026-06-01 17:24:31.207427
1463,50184,448,Varilla roscada de anclaje FTR Fischer |FTR 3/4” x 9-5/8”,"La varilla roscada FTR de fischer es un componente económico del sistema sin homologación para las cápsulas de resina de fischer RSB y RM II y para los morteros de inyección de fischer

Tipo:FTR
Medida: 3/4” x 9-5/8” ",1 a 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$ 216.60,FALSE,0,0,2026-06-01 17:24:31.207427
1464,50203,448,Varilla roscada de anclaje FTR Fischer |FTR 7/8” x 10”,"La varilla roscada FTR de fischer es un componente económico del sistema sin homologación para las cápsulas de resina de fischer RSB y RM II y para los morteros de inyección de fischer

Tipo:FTR
Medida: 7/8” x 10” ",1 a 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$285.30,FALSE,0,0,2026-06-01 17:24:31.207427
1465,50204,448,Varilla roscada de anclaje FTR Fischer |FTR 1” x 12”,"La varilla roscada FTR de fischer es un componente económico del sistema sin homologación para las cápsulas de resina de fischer RSB y RM II y para los morteros de inyección de fischer

Tipo:FTR
Medida: 1” x 12” ",1 a 3 dias habiles,Fischer,Anclajes y químicos epoxicos,0,,$495.02,FALSE,0,0,2026-06-01 17:24:31.207427
1467,518829,3QZ,Cápsula de resina RSB  Fischer|RSB 30,"La ampolla RSB es un componente de sistema del sistema Superbond de fischer para introducción de grandes cargas en hormigón fisurado y comprimido. 
Con la cápsula se fijan por ejemplo estructuras de acero pesadas, paredes con aislamiento acústico y estanterías altas. Los componentes se fijan con la varilla roscada RG M de Fischer y la varilla con roscado interno RG MI de Fischer ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$389.53,FALSE,21,21,2026-06-01 17:24:31.207427
1468,518828,3QZ,Cápsula de resina RSB  Fischer|RSB 24,"La ampolla RSB es un componente de sistema del sistema Superbond de fischer para introducción de grandes cargas en hormigón fisurado y comprimido. 
Con la cápsula se fijan por ejemplo estructuras de acero pesadas, paredes con aislamiento acústico y estanterías altas. Los componentes se fijan con la varilla roscada RG M de Fischer y la varilla con roscado interno RG MI de Fischer ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$203.61,FALSE,0,0,2026-06-01 17:24:31.207427
147,947583,27,Cempanel Cedar |12MM 1.22 X 2.44 Mts,"Apariencia tipo madera, el acabado Cedar de Cempanel ofrece un alto valor estético, con un aporte de resistencia inmejorable vs la madera, una preparación similar, este acabado sustituye la madera y contribuye a la ecología evitando que se sigan talando arboles para conseguir esta textura. El aliado perfecto para promover la construcción amigable en hogares que buscan un balance entre el buen gusto, la elegancia y la conciencia ambiental.",2 a 4 dias habiles,Cempanel,Cempanel,0,,"$1,302.29",FALSE,5,4,2026-06-01 17:24:31.207427
1470,518821,3QZ,Cápsula de resina RSB  Fischer|RSB 10,"La ampolla RSB es un componente de sistema del sistema Superbond de fischer para introducción de grandes cargas en hormigón fisurado y comprimido. 
Con la cápsula se fijan por ejemplo estructuras de acero pesadas, paredes con aislamiento acústico y estanterías altas. Los componentes se fijan con la varilla roscada RG M de Fischer y la varilla con roscado interno RG MI de Fischer ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$69.94,FALSE,3,5,2026-06-01 17:24:31.207427
1471,518823,3QZ,Cápsula de resina RSB  Fischer|RSB 12,"La ampolla RSB es un componente de sistema del sistema Superbond de fischer para introducción de grandes cargas en hormigón fisurado y comprimido. 
Con la cápsula se fijan por ejemplo estructuras de acero pesadas, paredes con aislamiento acústico y estanterías altas. Los componentes se fijan con la varilla roscada RG M de Fischer y la varilla con roscado interno RG MI de Fischer ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$ 72.59,FALSE,6,6,2026-06-01 17:24:31.207427
1473,539803,PQ8,Cápsula de resina RM Fischer|RM II 24,"Capsula de anclaje químico RM contiene en su interior dos componentes: una resina de vinylester libre de estireno y un catalizador. Durante la instalación y debido al giro, los bordes del corte en V de la varilla roscada rompen la cápsula dentro de la perforación y mezclan los componentes activando el mortero.

Presentacion: Capsula
Una capsula por orificio ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$181.82,FALSE,4,3,2026-06-01 17:24:31.207427
1474,539798,PQ8,Cápsula de resina RM Fischer|RM II 12,"Capsula de anclaje químico RM contiene en su interior dos componentes: una resina de vinylester libre de estireno y un catalizador. Durante la instalación y debido al giro, los bordes del corte en V de la varilla roscada rompen la cápsula dentro de la perforación y mezclan los componentes activando el mortero.

Presentacion: Capsula
Una capsula por orificio ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$64.83,FALSE,0,9,2026-06-01 17:24:31.207427
1475,539797,PQ8,Cápsula de resina RM Fischer|RM II 10,"Capsula de anclaje químico RM contiene en su interior dos componentes: una resina de vinylester libre de estireno y un catalizador. Durante la instalación y debido al giro, los bordes del corte en V de la varilla roscada rompen la cápsula dentro de la perforación y mezclan los componentes activando el mortero.

Presentacion: Capsula
Una capsula por orificio ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$62.44,FALSE,0,0,2026-06-01 17:24:31.207427
1476,539802,PQ8,Cápsula de resina RM Fischer|RM II 20,"Capsula de anclaje químico RM contiene en su interior dos componentes: una resina de vinylester libre de estireno y un catalizador. Durante la instalación y debido al giro, los bordes del corte en V de la varilla roscada rompen la cápsula dentro de la perforación y mezclan los componentes activando el mortero.

Presentacion: Capsula
Una capsula por orificio ",1 día,Fischer,Anclajes y químicos epoxicos,0,,$137.49,FALSE,0,0,2026-06-01 17:24:31.207427
148,947584,27,Cempanel Cedar |12MM 1.22 X 2.44 Mts Primer,"Apariencia tipo madera, el acabado Cedar de Cempanel ofrece un alto valor estético, con un aporte de resistencia inmejorable vs la madera, una preparación similar, este acabado sustituye la madera y contribuye a la ecología evitando que se sigan talando arboles para conseguir esta textura. El aliado perfecto para promover la construcción amigable en hogares que buscan un balance entre el buen gusto, la elegancia y la conciencia ambiental.",18 a 22 días hábiles pedido minimo de fabricacion 200 piezas,Cempanel,Cempanel,0,,"$1,390.84  ",FALSE,0,0,2026-06-01 17:24:31.207427
1488,SAC1N30,M7S,Acrilastic  Pennsylvania|Cartucho Negro 300 ML,"Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente. ",1 día habil,Pennsylvania,Sellado,50,$64.00,$53.84,FALSE,0,0,2026-06-01 17:24:31.207427
1489,SAC1A30,M7S,Acrilastic  Pennsylvania|Cartucho Aluminio 300 ML,"Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente. ",1 día habil,Pennsylvania,Sellado,25,$64.00,$53.84,FALSE,0,0,2026-06-01 17:24:31.207427
1495,SPO1N40,G4R,Sellador Duretán Pennsylvania |Cartucho Negro  300 ml,"El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 día hábil,Pennsylvania,Sellado,0,,$119.00,FALSE,14,12,2026-06-01 17:24:31.207427
1496,SPO1G40,G4R,Sellador Duretán Pennsylvania |Cartucho Gris  300 ml,"El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 día hábil,Pennsylvania,Sellado,0,,$119.00,FALSE,5,5,2026-06-01 17:24:31.207427
1501,SPO1B40,G4R,Sellador Duretán Pennsylvania |Cartucho Blanco 300 ml,"El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 día hábil,Pennsylvania,Sellado,0,,$119.00,TRUE,6,6,2026-06-01 17:24:31.207427
1504,YAPI33Y,ZDT,Pistola de calafateo Pennsylvania |Pistola de Barril Profesional,"*Para calafateo de cartucho o salchicha hasta 600 ml.
*Posee un cuerpo barril giratorio que le permite ajustarse en áreas de difícil acceso.
*Fabricación sólida con un peso liviano, para su uso profesional en obra e industria.",1 día hábil,Pennsylvania,Sellado,0,,$570.79,FALSE,10,0,2026-06-01 17:24:31.207427
1505,1412,KC9,Pistola de fijación GB- 100S  Gram Bel|GB-100S,"HERRAMIENTA VERSÁTIL Y ECONÓMICA

* Cañón de 8mm
* Un disparo a la vez.
* Trabajo bajo
* Uso en concreto , fierro o lámina
* Utiliza clavos de 1/2” hasta 3”
* Ángulo con clavo y pernos de 1/4”
* Cartuchos cal. 22A",1 dÍa hábil,Gram bel,Sistemas de fijacion convencional.,10,,"$1,615.00",FALSE,1,1,2026-06-01 17:24:31.207427
1506,PFGB350A,IM4,Pistola  de fijación GB-350a Gram Bel |GB-350a Gram Bel-,"La herramienta GB-350A es confiable y productiva gracias a que usa fulminante en tira de 10 y además está diseñada para trabajo semipesado, lo cual hace ahorrar tiempo y esfuerzo al momento de usarla. Lo que lo hace una herramienta especial es que cuenta con regulador de potencia, dándonos así la opción de regular la potencia de la munición que se esté usando.

Cañon: 8 mm 
Cartucho: Carrillera c27",1 día hábil,Gram bel,Sistemas de fijacion convencional.,0,,"$3,210.16",TRUE,3,16,2026-06-01 17:24:31.207427
1510,81,R3P,Piston para herramienta de fijación |Piston GB-100,Pistón para herramientas de fijación Gb350a,1 día,Gram bel,Sistemas de fijacion convencional.,0,,$399.99,FALSE,2,15,2026-06-01 17:24:31.207427
1512,SS110130,MXG,Pens Policarbonato  Pennsylvania |Cartucho Transparente 300 ml,"Sellador de curado neutro alcoxi, diseñado especialmente para realizar sellos de juntas en cubiertas o domos de policarbonato y concreto, vidrio o aluminio anodizado o pintado; juntas de acrílicos y otros plásticos.",1 día,Pennsylvania,Sellado,0,,$140.13,FALSE,1,17,2026-06-01 17:24:31.207427
1514,SHI1G30,0QH,Hi Tech  Pennsylvania |Cartucho Blanco  300 ml,"Sellador con excelentes propiedades físico-mecánicas, hecho a base de un polímero híbrido, lo que le permite retención a largo plazo de sus propiedades elástico-adhesivas. Es ideal para juntas constructivas de elementos prefabricados y de alto movimiento, es útil para materiales como madera, metales, granito y paneles de fibrocemento.
Se puede pintar.
Se puede aplicar en superficies húmedas, incluso bajo el agua.
Cura rápidamente, incluso bajo el agua.
No es corrosivo.
",1 día hábil,Pennsylvania,Sellado,60,$200.00,$180.36,FALSE,4,14,2026-06-01 17:24:31.207427
1515,SS18T36,YJ6,Pepe Silicon  Pennsylvania |Transparente 280 ml,"Cartucho Transparente 280 ml 

Sellador de curado acético multiusos para superficies lisas o juntas entre materiales que necesiten ser impermeables y herméticos. Cura rápidamente al contacto con la humedad del medio ambiente, formando un sello durable, resistente y económico.
",1 día,Pennsylvania,Sellado,0,,$68.00,FALSE,4,4,2026-06-01 17:24:31.207427
1516,SS18N36,YJ6,Pepe Silicon  Pennsylvania |Negro 280  ml,"Cartucho Transparente 280 ml 

Sellador de curado acético multiusos para superficies lisas o juntas entre materiales que necesiten ser impermeables y herméticos. Cura rápidamente al contacto con la humedad del medio ambiente, formando un sello durable, resistente y económico.
",1 día,Pennsylvania,Sellado,0,,$68.00,FALSE,0,5,2026-06-01 17:24:31.207427
1519,SS11T36,EHB,Pensil 100% Arquitectónico Pennsylvania|Transparente 280 ml,"Sellador 100 % puro de silicón acético, con excelente resistencia y propiedades físicas; es ideal para juntas de intemperie entre vidrios sin especialidades, fachadas integrales y  juntas de aluminio y vidrio, acero, cerámica, lamina porcelanizada entre otros. También es útil como sello en invernaderos y domos.",1 día hábil,Pennsylvania,Sellado,0,,$88.27,FALSE,5,2,2026-06-01 17:24:31.207427
1520,SS14T36,O9X,Pens Silicon  Baños y Cocinas  Pennsylvania |Transparente 280 ml,"Sellador de curado acético con fungicida que evita la formación de hongos. Para juntas entre materiales lisos como, cancel de aluminio y azulejo, vidrio y azulejo, aluminio y vidrio, así como tarjas y muebles de baño en general donde exista gran porcentaje de humedad.",1 día hábil,Pennsylvania,Sellado,0,,$79.42,FALSE,2,5,2026-06-01 17:24:31.207427
1521,SS14B36,O9X,Pens Silicon  Baños y Cocinas  Pennsylvania |Blanco 280 ml,"Sellador de curado acético con fungicida que evita la formación de hongos. Para juntas entre materiales lisos como, cancel de aluminio y azulejo, vidrio y azulejo, aluminio y vidrio, así como tarjas y muebles de baño en general donde exista gran porcentaje de humedad.",1 día hábil,Pennsylvania,Sellado,34,,$88.24,FALSE,2,0,2026-06-01 17:24:31.207427
1522,SS12T36,ZU8,Pens Silicon  100% Uso General  Pennsylvania |Transparente 280 ml,"Sellador de silicón 100% de sólidos, para superficies lisas. Ideal para sellar juntas que necesiten ser impermeables y durables, útil para reparación de pequeñas fugas de agua; para superficies como vidrio, aluminio, metal, algunos plásticos, porcelana y azulejos.",1 día hábil,Pennsylvania,Sellado,0,,$78.94,FALSE,5,5,2026-06-01 17:24:31.207427
1523,SPO16AM28,H8U,Espuma De Poliuretano  Pens Foam  Pennsylvania |LATA 360°  340ML,"Espuma expandible de poliuretano, ideal para rellenar, aislar y sellar. Es ideal en juntas de marcos de puertas y ventanas, en sellos de perforaciones de ductos. Está diseñada para rellenar, tanto en superficies planas como irregulares. Una vez aplicada y curada, es necesario pintarla.

Ventajas:
Se puede cortar y lijar una vez curado.
Se aplica fácilmente.
Se expande 300% de su volumen.",1 día,Pennsylvania,Sellado,0,,$119.22,FALSE,0,0,2026-06-01 17:24:31.207427
1525,SAC6B30,IV1,Pepe Sellador Pennsylvania  |Blanco 300 ml,"Sellador acrílico de excelente relación costo-desempeño, para juntas pequeñas entre cancelería de aluminio, herrería y muros. Puede usarse sobre mastique envejecido. Es ideal para grietas no mayores a 6 mm de ancho en muros.

Ventajas:
Ideal para interiores o exteriores.
Se aplica fácilmente.
Pintable.
Se puede aplicar sobre superficies ligeramente húmedas.",1 día hábil,Pennsylvania,Sellado,0,,$48,TRUE,1,1,2026-06-01 17:24:31.207427
1526,SAC6N30,IV1,Pepe Sellador Pennsylvania  |Negro 300 ml,"Sellador acrílico de excelente relación costo-desempeño, para juntas pequeñas entre cancelería de aluminio, herrería y muros. Puede usarse sobre mastique envejecido. Es ideal para grietas no mayores a 6 mm de ancho en muros.

Ventajas:
Ideal para interiores o exteriores.
Se aplica fácilmente.
Pintable.
Se puede aplicar sobre superficies ligeramente húmedas.",1 día hábil,Pennsylvania,Sellado,0,,$48,FALSE,2,2,2026-06-01 17:24:31.207427
1527,SAC6A30,IV1,Pepe Sellador Pennsylvania  |Aluminio 300ml,"Sellador acrílico de excelente relación costo-desempeño, para juntas pequeñas entre cancelería de aluminio, herrería y muros. Puede usarse sobre mastique envejecido. Es ideal para grietas no mayores a 6 mm de ancho en muros.

Ventajas:
Ideal para interiores o exteriores.
Se aplica fácilmente.
Pintable.
Se puede aplicar sobre superficies ligeramente húmedas.",1 día hábil,Pennsylvania,Sellado,0,,$48,FALSE,5,5,2026-06-01 17:24:31.207427
153,947835,27,Cempanel Cedar |6MM 1.22 X 2.44 Mts,"Apariencia tipo madera, el acabado Cedar de Cempanel ofrece un alto valor estético, con un aporte de resistencia inmejorable vs la madera, una preparación similar, este acabado sustituye la madera y contribuye a la ecología evitando que se sigan talando arboles para conseguir esta textura. El aliado perfecto para promover la construcción amigable en hogares que buscan un balance entre el buen gusto, la elegancia y la conciencia ambiental.",18 a 22 días hábiles pedido minimo de fabricacion 200 piezas,Cempanel,Cempanel,0,,$651.14,FALSE,8,8,2026-06-01 17:24:31.207427
1533,SS14B36C,O9X,Pens Silicon  Baños y Cocinas  Pennsylvania |Caja con 25 pz Blanco,"Sellador de curado acético con fungicida que evita la formación de hongos. Para juntas entre materiales lisos como, cancel de aluminio y azulejo, vidrio y azulejo, aluminio y vidrio, así como tarjas y muebles de baño en general donde exista gran porcentaje de humedad.",1 a 2 días hábiles,Pennsylvania,Sellado,0,"$2,146.00","$1,922.00",FALSE,0,0,2026-06-01 17:24:31.207427
1534,SPO1B,G4R,Sellador Duretán Pennsylvania |Caja con 25 pz Blanco,"Caja con 25 piezas cartucho color blanco 300 ml 

El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 día hábil,Pennsylvania,Sellado,0,"$2,847.51","$2,591.62",FALSE,5,5,2026-06-01 17:24:31.207427
1535,SPO1N,G4R,Sellador Duretán Pennsylvania |Caja con 25 pz Negro,"Caja con 25 piezas cartucho color  negro  300 ml

El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 día hábil,Pennsylvania,Sellado,0,"$2,847.51","$2,591.62",FALSE,3,7,2026-06-01 17:24:31.207427
1536,SPO1G,G4R,Sellador Duretán Pennsylvania |Caja con 25 pz  Gris,"Caja con 25 piezas cartucho color Gris   300 ml

El sellador de poliuretano es ideal para emboquillados, sellos perimetrales y sellos de láminas en techumbres, así como para juntas que requieran ser impermeables o herméticas. Es útil para materiales lisos o porosos, como aluminio y muro.

Se adhiere a superficies porosas con lisas, sin necesidad de usar primer.
Resiste el ataque de microorganismos.
No escurre en juntas verticales (ancho máximo de junta: 20 mm).
Resiste a la humedad salina, intemperie y envejecimiento.",1 a 4 días hábiles,Pennsylvania,Sellado,0,"$2,847.51","$2,591.62",FALSE,3,0,2026-06-01 17:24:31.207427
1537,SAC1B3,M7S,Acrilastic  Pennsylvania|Caja con 25 pz Blanco,"*Caja con 25 cartuchos  color blanco 300 ml *

Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente.",1 día hábil,Pennsylvania,Sellado,20,"$1,345.92","$1,172.58",FALSE,10,26,2026-06-01 17:24:31.207427
1538,SAC1N3,M7S,Acrilastic  Pennsylvania|Caja con 25 pz Negro,"*Caja con 25 cartuchos  color Negro 300 ml +

Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente. ",1 a 4 días hábiles,Pennsylvania,Sellado,5,"$1,345.92","$1,172.58",FALSE,10,24,2026-06-01 17:24:31.207427
1539,SAC1A3,M7S,Acrilastic  Pennsylvania|Caja con 25 pz Aluminio,"*Caja con 25 cartuchos  color  Aluminio 300 ml*

Es un sellador de base acrílica 100%, siliconizado, elaborado para sellar juntas entre materiales lisos y porosos . Es un producto manufacturado en forma de pasta suave, cremosa y de fácil aplicación. Tiene excelentes propiedades como adhesión a una variedad de sustratos, gran durabilidad en exteriores, alta capacidad de movimiento, Evita la formación de hongos.

Ideal para emboquillar el perimetro de las puertas y ventanas, asi como grietas no mayores a 6 mm en losas que despues recibiran impermeabilizante y en muros de concreto o tabique que seran pintados posteriormente. ",1 a 4 días hábiles,Pennsylvania,Sellado,5,"$1,345.92","$1,172.58",FALSE,10,23,2026-06-01 17:24:31.207427
154,947836,27,Cempanel Cedar |6MM 1.22 X 2.44 Mts Primer,"Apariencia tipo madera, el acabado Cedar de Cempanel ofrece un alto valor estético, con un aporte de resistencia inmejorable vs la madera, una preparación similar, este acabado sustituye la madera y contribuye a la ecología evitando que se sigan talando arboles para conseguir esta textura. El aliado perfecto para promover la construcción amigable en hogares que buscan un balance entre el buen gusto, la elegancia y la conciencia ambiental.",18 a 22 días hábiles pedido minimo de fabricacion 200 piezas,Cempanel,Cempanel,0,,$765.60,FALSE,7,5,2026-06-01 17:24:31.207427
1542,SAC6B3,IV1,Pepe Sellador Pennsylvania  |Caja con 25 piezas Blanco,"Caja con 25 cartuchos blancos 300 ml

Sellador acrílico de excelente relación costo-desempeño, para juntas pequeñas entre cancelería de aluminio, herrería y muros. Puede usarse sobre mastique envejecido. Es ideal para grietas no mayores a 6 mm de ancho en muros.

Ventajas:
Ideal para interiores o exteriores.
Se aplica fácilmente.
Pintable.
Se puede aplicar sobre superficies ligeramente húmedas.
",1 día hábil,Pennsylvania,Sellado,0,,"$1,025",FALSE,8,1,2026-06-01 17:24:31.207427
155,947712,27,Cempanel Cedar |8MM 1.22 X 2.44 Mts,"Apariencia tipo madera, el acabado Cedar de Cempanel ofrece un alto valor estético, con un aporte de resistencia inmejorable vs la madera, una preparación similar, este acabado sustituye la madera y contribuye a la ecología evitando que se sigan talando arboles para conseguir esta textura. El aliado perfecto para promover la construcción amigable en hogares que buscan un balance entre el buen gusto, la elegancia y la conciencia ambiental.",2 a 4 dias habiles,Cempanel,Cempanel,0,,$870.87,FALSE,10,0,2026-06-01 17:24:31.207427
157,1319859,28,Cempanel Celosia |Circulo Image 18 MM 1.22 x 2.44 Mts,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,,"$3,393.72",FALSE,10,0,2026-06-01 17:24:31.207427
158,1319860,28,Cempanel Celosia |Med CIrculo Image 18 MM 1.22 x 2.44 Mts,"Las placas de CEMPANEL IMAGE pueden ser utilizadas para hacer diseños personalizados en elementos decorativos de muros interiores, logotipos, plafones, celosías para iluminación y ventilación; disponible en espesor de 18 mm.",18 a 20 dias habiles pedido minimo de 5 piezas,Cempanel,Cempanel,0,,"$4,591.54",FALSE,10,0,2026-06-01 17:24:31.207427
1580,SS14T3,O9X,Pens Silicon  Baños y Cocinas  Pennsylvania |Caja con 25 pz Transparente 280 ml,"Sellador de curado acético con fungicida que evita la formación de hongos. Para juntas entre materiales lisos como, cancel de aluminio y azulejo, vidrio y azulejo, aluminio y vidrio, así como tarjas y muebles de baño en general donde exista gran porcentaje de humedad.",1 día hábil,Pennsylvania,Sellado,0,"$2,000","$1,730",FALSE,10,0,2026-06-01 17:24:31.207427
